"Country.code","Country.name","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","region2"
"BOL","Bolivia",5504.17,5779.19,6648.27,8038.06,8907.14,9424.19,8734.79,9842.23,10326.27,9768.89,9519.53,8830.14,8346.09,11521.71,10626.97,10293.27,10465.62,13054.52,12834.5,"拉美和加勒比海"
"BRA","Brazil",208886.99,219330.6,220705.73,230738.64,242154.01,275564.05,301244.05,321199.86,314012.54,322068.94,330125.34,339894.23,335185.8,324753.19,341166.68,349967.48,352541.71,368368.49,393219.74,"拉美和加勒比海"
"BRB","Barbados",1074.43,1206.44,979.09,1114.77,748.07,828.74,850.74,902.08,1140.44,1210.11,1188.11,1221.11,1228.45,1268.78,1294.45,1353.12,1371.46,1349.46,1353.12,"拉美和加勒比海"
"BRN","Brunei Darussalam",6420.92,5815.86,5808.53,5588.51,5408.83,5515.17,5595.84,5812.2,5984.54,4598.42,6527.26,6197.23,5320.82,5357.49,5361.15,5126.47,4822.11,9559.87,10593.96,"东亚和太平洋"
"BTN","Bhutan",128.35,187.02,216.35,187.02,212.69,249.36,304.36,396.04,385.04,385.04,399.7,414.37,513.38,465.71,469.38,682.06,421.71,579.39,733.4,"南亚"
"BWA","Botswana",2178.2,2148.86,3296.63,3509.32,3509.32,3523.99,3138.95,3212.29,3832.02,3545.99,4275.72,4334.39,4484.74,4264.72,4378.4,4525.08,4459.07,4638.76,4840.44,"撒哈拉以南非洲"
"CAF","Central African Republic",198.02,205.35,216.35,223.69,234.69,234.69,234.69,245.69,249.36,264.02,267.69,245.69,245.69,234.69,234.69,234.69,249.36,253.02,260.36,"撒哈拉以南非洲"
"CAN","Canada",450076.58,449053.49,467648.84,477920.11,454491.65,459790.46,467883.53,483233.59,478880.86,477868.77,537402.52,527131.25,521832.44,553478.65,555865.86,562796.49,548704.21,544171.8,544091.13,"北美"
"CHE","Switzerland",42966.24,42350.18,43325.61,41022.73,41470.1,39387.25,40025.31,41580.11,41913.81,40700.03,39093.89,42999.24,40769.71,40241.66,40443.34,41374.76,41877.14,38019.46,40392.01,"欧洲和中亚"
"CHI","Channel Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"CHL","Chile",34902.51,32992,34117.77,36288.63,40146.32,43611.63,49526.5,57054.85,58987.36,62225.32,60094.8,54018.58,56072.1,56409.46,62434.34,63805.8,65697.97,70098.37,73108.98,"拉美和加勒比海"
"CHN","China",2460744.02,2584538.27,2695982.07,2878694.01,3058241.33,3320285.15,3463089.13,3469510.05,3324344.52,3318055.61,3405179.87,3487566.36,3694242.14,4525177.01,5288166.03,5790016.98,6414463.08,6791804.71,7031916.21,"东亚和太平洋"
"CIV","Cote d'Ivoire",5797.53,5636.18,4624.09,5892.87,5251.14,7132.32,8379.1,8173.74,6912.3,6266.9,6791.28,7726.37,7286.33,5460.16,7664.03,7825.38,7139.65,6384.25,7014.97,"撒哈拉以南非洲"
"CMR","Cameroon",1738.16,1111.1,3795.35,3898.02,3817.35,4363.73,4602.09,3215.96,3208.63,3080.28,3432.31,3421.31,3417.64,3795.35,3956.69,3696.34,4264.72,6167.89,5302.48,"撒哈拉以南非洲"
"COG","Congo, Rep.",1188.11,1265.12,1573.14,1543.81,2148.86,1565.81,1716.16,2343.21,777.4,821.41,1048.76,861.75,707.73,1085.43,1903.17,1606.15,1463.13,1591.48,1936.18,"撒哈拉以南非洲"
"COK","Cook Islands",22,22,22,22,22,22,22,22,22,29.34,29.34,33,29.34,33,55.01,62.34,66.01,66.01,69.67,"东亚和太平洋"
"COL","Colombia",57337.21,57120.86,62049.31,64022.15,67571.81,59610.75,60523.84,64905.9,65976.66,56512.14,57923.93,56273.78,55661.39,57421.55,53772.89,59178.05,61561.6,63439.1,67700.15,"拉美和加勒比海"
"COM","Comoros",77.01,77.01,77.01,77.01,77.01,80.67,66.01,66.01,73.34,80.67,84.34,88.01,91.68,99.01,102.68,110.01,121.01,121.01,124.68,"撒哈拉以南非洲"
"CPV","Cape Verde",88.01,91.68,102.68,102.68,110.01,113.68,139.35,143.01,154.01,172.35,187.02,209.02,245.69,253.02,264.02,293.36,308.03,311.7,308.03,"撒哈拉以南非洲"
"CRI","Costa Rica",2955.6,3336.97,3791.68,3953.03,5269.48,4866.11,4748.77,4987.12,5317.15,5522.5,5474.83,5760.86,6325.58,6626.27,6930.63,6941.63,7436.68,8118.74,8016.06,"拉美和加勒比海"
"CUB","Cuba",33340.36,29633.03,31338.18,29347,32199.93,25658,26959.78,24605.57,24444.22,25276.63,26039.37,25452.65,26090.71,25485.65,23985.85,24634.91,27168.8,26838.77,31418.86,"拉美和加勒比海"
"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"CYM","Cayman Islands",253.02,275.03,278.69,289.69,289.69,289.69,286.03,286.03,286.03,282.36,454.71,454.71,469.38,480.38,495.05,517.05,535.38,539.05,557.38,"拉美和加勒比海"
"CYP","Cyprus",4653.42,4741.43,5276.81,5665.52,5812.2,5716.85,5936.87,6109.22,6640.94,6754.61,6849.96,6846.29,7022.31,7748.37,7334,7502.68,7788.71,8195.75,8555.11,"欧洲和中亚"
"CZE","Czech Republic",NA,NA,139503.68,131964.33,127688.61,129470.77,132558.38,130090.49,125525.08,111931.51,124648.66,124406.64,120193.26,122378.79,122708.82,120735.98,122785.83,123944.6,116995.64,"欧洲和中亚"
"DEU","Germany",55.01,960992.36,928326.72,911425.52,903622.14,901524.62,924014.33,900318.17,895532.74,824466.28,832100.97,855756.79,830909.2,835657.96,828521.98,809596.59,811881.13,787235.23,786659.51,"欧洲和中亚"
"DJI","Djibouti",399.7,399.7,414.37,429.04,429.04,429.04,436.37,440.04,410.7,443.71,403.37,385.04,399.7,407.04,458.38,473.04,487.71,487.71,524.38,"中东和北非"
"DMA","Dominica",58.67,58.67,58.67,62.34,69.67,80.67,73.34,80.67,77.01,80.67,102.68,113.68,102.68,113.68,110.01,113.68,110.01,150.35,128.35,"拉美和加勒比海"
"DNK","Denmark",50421.25,61433.25,54528.29,57337.21,61194.9,55298.36,68704.91,57065.85,56068.43,50930.96,47252.96,49035.12,51899.05,55947.42,50476.26,46867.93,54418.28,49695.18,46024.52,"欧洲和中亚"
"DOM","Dominican Republic",9570.87,10135.59,11206.35,11939.75,12676.82,16105.46,17546.6,18239.66,18683.37,18870.38,20117.16,20234.51,21499.62,21521.62,19999.82,19761.46,20813.89,21363.94,21616.97,"拉美和加勒比海"
"DZA","Algeria",78895.51,81458.74,82261.81,82474.5,86350.52,94692.94,96566.78,88195.02,107080.07,92118.71,87930.99,84293.33,90853.59,92533.08,89493.14,107127.74,107303.75,112741.92,111304.45,"中东和北非"
"ECU","Ecuador",16835.2,16486.83,22302.69,24187.53,13637.57,22812.41,23890.51,18276.33,22229.35,21272.27,20942.24,23446.8,24689.91,26523.41,28657.61,29299.33,29842.05,30898.14,26824.11,"拉美和加勒比海"
"EGY","Egypt, Arab Rep.",75943.57,78715.82,81264.39,93156.47,85312.76,95723.37,102030.61,108202.17,122243.11,125393.07,141326.18,125451.74,127193.56,158880.11,160581.6,174640.88,187504.71,199220.78,210320.79,"中东和北非"
"ERI","Eritrea",NA,NA,NA,NA,183.35,297.03,348.37,528.05,590.39,619.72,608.72,630.72,605.06,726.07,770.07,766.4,561.05,579.39,414.37,"撒哈拉以南非洲"
"ESP","Spain",227592.36,235080.37,245098.61,226954.3,244658.57,257229.05,254328.45,264460.37,274683.97,282384.67,294441.77,297833.74,314525.92,321097.19,339428.52,353462.13,350037.15,358236.56,329285.6,"欧洲和中亚"
"EST","Estonia",NA,NA,23028.76,18628.36,18661.36,16754.52,18808.04,18613.69,17143.23,15474.74,15559.08,15984.45,15471.07,17553.93,17839.96,17462.25,16945.21,19952.15,18291,"欧洲和中亚"
"ETH","Ethiopia",3017.94,2984.94,2966.6,5163.14,3003.27,2152.53,3729.34,4275.72,5027.46,5075.13,5830.53,4308.73,4481.07,4946.78,5196.14,5489.5,5995.55,6560.26,7106.65,"撒哈拉以南非洲"
"FIN","Finland",50941.96,54891.32,49126.8,51935.72,59412.73,52328.09,61385.58,60083.8,56988.85,55423.04,52141.07,56424.13,61077.55,68888.26,66970.42,54605.3,66075.67,63923.14,56512.14,"欧洲和中亚"
"FJI","Fiji",817.74,674.73,733.4,773.74,828.74,887.41,920.42,759.07,729.73,832.41,861.75,1122.1,858.08,1657.48,1888.51,1635.48,1565.81,1459.47,1254.11,"东亚和太平洋"
"FRA","France",399028.27,427667.54,397037.09,389105.37,369457.58,393289.42,408126.1,379486.83,409094.19,371309.42,365559.56,385808.74,380447.58,387147.19,389706.76,391826.28,382281.08,374283.36,376985.94,"欧洲和中亚"
"FRO","Faeroe Islands",623.39,594.05,660.06,597.72,520.71,634.39,652.73,656.39,663.73,671.06,656.39,660.06,667.39,674.73,674.73,682.06,689.4,696.73,707.73,"欧洲和中亚"
"FSM","Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.01,55.01,55.01,55.01,55.01,55.01,55.01,55.01,62.34,62.34,"东亚和太平洋"
"GAB","Gabon",4844.11,1477.8,2130.53,3281.97,3351.64,3857.68,3534.99,3545.99,1631.82,1437.46,1052.43,1782.16,1778.5,1334.79,1481.47,1785.83,1782.16,1976.51,2471.56,"撒哈拉以南非洲"
"GBR","United Kingdom",570218.5,593808.31,587453.4,567523.26,563775.58,564523.65,580680.45,554215.71,554138.71,535550.68,543662.09,550552.38,531942.35,540636.81,545719.27,542473.98,543273.38,529621.14,522855.53,"欧洲和中亚"
"GEO","Georgia",NA,NA,15335.39,9952.24,6083.55,2302.88,4066.7,4437.07,4961.45,4345.4,4536.08,3769.68,3388.31,3773.34,3927.36,4734.1,5496.83,6028.55,5203.47,"欧洲和中亚"
"GHA","Ghana",3931.02,4044.7,4096.04,4664.42,5071.46,5427.16,5757.19,6395.25,6409.92,6560.26,6299.91,6919.63,7414.67,7601.69,7279,7007.64,9350.85,9636.88,8591.78,"撒哈拉以南非洲"
"GIB","Gibraltar",95.34,106.34,91.68,333.7,399.7,348.37,194.35,121.01,311.7,322.7,333.7,344.7,344.7,355.7,366.7,377.7,392.37,407.04,421.71,"欧洲和中亚"
"GIN","Guinea",1056.1,1074.43,1074.43,1103.77,1228.45,1250.45,1272.45,1279.78,1243.11,1272.45,1279.78,1298.12,1323.79,1342.12,1342.12,1360.46,1360.46,1389.79,1393.46,"撒哈拉以南非洲"
"GMB","Gambia, The",190.68,198.02,198.02,209.02,209.02,216.35,216.35,216.35,234.69,256.69,275.03,282.36,315.36,315.36,322.7,322.7,337.36,396.04,410.7,"撒哈拉以南非洲"
"GNB","Guinea-Bissau",253.02,256.69,260.36,278.69,278.69,282.36,286.03,308.03,216.35,245.69,198.02,198.02,209.02,249.36,256.69,264.02,275.03,286.03,282.36,"撒哈拉以南非洲"
"GNQ","Equatorial Guinea",121.01,201.69,216.35,102.68,36.67,132.01,117.34,293.36,168.68,473.04,454.71,3094.95,4979.79,6017.55,4679.09,4712.1,4752.43,4796.44,4814.77,"撒哈拉以南非洲"
"GRC","Greece",72723.94,67615.81,75503.53,75646.54,78363.79,79185.2,80395.31,84572.02,87809.98,86636.54,91616.33,93805.53,93669.85,95738.04,97149.83,98675.3,97285.51,98213.26,97813.56,"欧洲和中亚"
"GRD","Grenada",121.01,121.01,128.35,143.01,165.02,172.35,176.02,205.35,190.68,205.35,205.35,220.02,216.35,227.35,216.35,234.69,245.69,245.69,245.69,"拉美和加勒比海"
"GRL","Greenland",557.38,550.05,484.04,502.38,506.05,506.05,517.05,524.38,531.72,542.72,531.72,539.05,539.05,535.38,498.71,630.72,579.39,638.06,575.72,"欧洲和中亚"
"GTM","Guatemala",5086.13,5053.13,6017.55,5658.18,6838.96,7165.32,6651.94,7598.02,8753.13,8929.15,9915.57,10626.97,11173.35,10670.97,11206.35,12156.11,12288.12,12926.18,11914.08,"拉美和加勒比海"
"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"GUY","Guyana",1140.44,1122.1,1052.43,1056.1,1334.79,1481.47,1529.14,1602.48,1653.82,1650.15,1580.48,1518.14,1547.47,1521.81,1463.13,1514.47,1525.47,1525.47,1525.47,"拉美和加勒比海"
"HKG","Hong Kong SAR, China",27660.18,28892.29,33428.37,35129.86,31429.86,31620.54,29365.34,30854.14,39233.23,42753.55,40582.69,37971.79,36952.36,40065.64,38415.49,40549.69,38554.84,39962.97,38573.17,"东亚和太平洋"
"HND","Honduras",2592.57,2698.91,3076.61,2849.26,3336.97,3879.69,3960.36,4158.38,4649.76,4741.43,5031.12,5713.19,6090.89,6769.28,7367,7620.03,7308.33,9035.49,8672.46,"拉美和加勒比海"
"HRV","Croatia",NA,NA,16442.83,16428.16,16875.53,17612.6,18518.35,19295.75,20417.86,20491.2,19644.12,20714.88,21877.32,23542.14,23047.1,23105.77,23175.44,24367.22,23303.79,"欧洲和中亚"
"HTI","Haiti",993.76,997.42,909.42,663.73,300.69,942.42,1092.77,1422.8,1232.11,1331.12,1367.79,1569.48,1826.17,1734.49,1987.51,2075.52,2119.53,2398.22,2434.89,"拉美和加勒比海"
"HUN","Hungary",62991.73,63435.43,58716,60124.13,58066.95,60054.46,62702.03,61807.29,60853.87,60362.49,57256.54,57021.85,56031.76,59009.36,57311.54,57879.93,57227.2,55848.41,54638.3,"欧洲和中亚"
"IDN","Indonesia",149565.93,179730.67,202576.08,218600.87,221413.46,224941.11,253290.69,278659,210210.78,237595.93,258120.13,289065.94,303506.59,311885.68,333733.67,336311.57,338134.07,368617.84,406028.58,"东亚和太平洋"
"IMY","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"IND","India",690576.77,737851.74,783634.23,814297.69,864931.62,920046.63,1002224.1,1043939.9,1071911.77,1144390.03,1186663.2,1203843.1,1226791.18,1281913.53,1346595.74,1411127.61,1504364.75,1612383.57,1742697.75,"南亚"
"IRL","Ireland",30417.77,33109.34,31253.84,31286.84,32691.31,32892.99,35008.85,36552.66,38140.47,40098.65,40949.39,43780.31,43457.62,42694.88,43211.93,43211.93,43112.92,44411.04,43604.3,"欧洲和中亚"
"IRN","Iran, Islamic Rep.",227185.32,233745.58,247471.16,229678.88,296744.64,284918.57,286645.72,290617.08,316176.07,316671.12,339241.5,357085.13,375211.11,412317.48,442471.22,458866.38,492349.76,506346.69,538403.61,"中东和北非"
"IRQ","Iraq",52555.44,47421.64,61671.61,66801.74,75045.16,77901.75,69500.65,68308.88,72371.91,72283.9,72445.25,85342.09,87259.93,91117.62,98979.66,97527.53,100853.5,100494.14,102936.36,"中东和北非"
"ISL","Iceland",2071.86,2024.18,1892.17,1991.18,2009.52,1939.84,2211.2,2104.86,2101.19,2068.19,2163.53,2101.19,2170.86,2167.2,2233.2,2203.87,2233.2,2339.55,2229.54,"欧洲和中亚"
"ISR","Israel",33534.72,34315.79,41499.44,45148.1,47120.95,54234.93,54399.95,63402.43,62779.04,62155.65,62691.03,65749.31,63145.74,65122.25,63200.75,59211.05,65778.65,36816.68,37663.76,"中东和北非"
"ITA","Italy",424183.89,433974.78,432959.02,422680.42,412163.47,437623.45,428294.6,432302.63,441752.49,437018.39,446156.56,447054.97,449284.51,468349.24,470490.77,471400.18,468268.57,459376.09,445118.8,"欧洲和中亚"
"JAM","Jamaica",7964.72,8173.74,8096.74,8415.77,8632.12,9702.88,10197.93,10630.63,9728.55,9772.56,10318.94,10626.97,10300.6,10722.31,10714.97,10128.25,12086.43,13894.26,12203.78,"拉美和加勒比海"
"JOR","Jordan",10403.28,9798.22,12266.12,12101.1,13633.91,13556.9,14187.62,14418.64,14543.32,14568.99,15507.74,16002.79,16886.54,17469.59,19240.75,21026.58,20733.22,21495.95,21382.28,"中东和北非"
"JPN","Japan",1094705.84,1100598.71,1123660.48,1108673.45,1174169.73,1184088.97,1205782.94,1201778.58,1159186.37,1197880.56,1219592.86,1202266.29,1216761.94,1237242.13,1259658.5,1238188.22,1231770.97,1251187.73,1208162.82,"东亚和太平洋"
"KAZ","Kazakhstan",NA,NA,261306.75,221105.43,199488.47,166731.16,140691.79,129580.78,125063.04,116493.26,127769.28,147908.45,151945.81,153815.98,172158.32,177233.44,192121.46,227401.67,236954.21,"欧洲和中亚"
"KEN","Kenya",5823.2,4840.44,5540.84,6347.58,6556.6,7554.02,9328.85,8265.42,10036.58,10172.26,10417.95,9369.19,7968.39,6754.61,7623.69,8562.45,9574.54,9831.23,10392.28,"撒哈拉以南非洲"
"KGZ","Kyrgyz Republic",NA,NA,10861.65,8305.76,6061.55,4473.74,5588.51,5482.17,5823.2,4561.75,4528.75,3780.68,4847.77,5276.81,5606.84,5185.14,5170.47,6461.25,6208.23,"欧洲和中亚"
"KHM","Cambodia",451.04,462.04,476.71,476.71,539.05,1437.46,1628.15,1906.84,2233.2,2196.53,2255.21,2643.91,2860.26,3127.95,3498.32,3722.01,4074.04,4440.74,4602.09,"东亚和太平洋"
"KIR","Kiribati",22,22,22,22,22,22,36.67,29.34,33,29.34,33,25.67,25.67,25.67,25.67,25.67,29.34,33,29.34,"东亚和太平洋"
"KNA","St. Kitts and Nevis",66.01,73.34,73.34,84.34,88.01,95.34,102.68,102.68,102.68,102.68,102.68,183.35,198.02,220.02,227.35,234.69,234.69,249.36,249.36,"拉美和加勒比海"
"KOR","Korea, Rep.",243815.16,268431.73,286568.72,317085.49,340352.61,370781.37,401030.45,423175.47,363839.74,395005.57,432460.31,440216.02,465584.32,465771.34,482276.51,462918.41,470820.8,498205.95,509170.28,"东亚和太平洋"
"KSV","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"KWT","Kuwait",45423.13,10579.3,17612.6,29376.34,34436.8,50329.58,47674.67,49361.49,51088.64,53314.51,59112.04,55144.35,52727.79,61653.27,69529.99,77216.02,71950.21,73002.64,76742.98,"中东和北非"
"LAO","Lao PDR",234.69,253.02,278.69,278.69,300.69,315.36,535.38,718.73,894.75,902.08,1059.76,1199.11,1323.79,1356.79,1397.13,1426.46,1518.14,1536.47,1532.81,"东亚和太平洋"
"LBN","Lebanon",9097.83,9497.53,11356.7,11657.39,12742.83,13619.24,13798.92,15647.09,16178.8,16600.51,15353.73,16208.14,16039.46,18221.32,16835.2,17539.26,15027.37,15504.08,17099.22,"中东和北非"
"LBR","Liberia",484.04,286.03,289.69,322.7,319.03,333.7,344.7,355.7,388.7,407.04,436.37,502.38,502.38,531.72,627.06,740.73,759.07,678.4,608.72,"撒哈拉以南非洲"
"LBY","Libya",40318.67,42489.53,40571.69,42636.21,41862.47,45841.17,41840.47,48598.75,48133.04,47230.96,49753.86,51073.98,47623.33,49167.14,50318.57,52093.4,53780.22,54201.93,58330.97,"中东和北非"
"LCA","St. Lucia",165.02,172.35,205.35,227.35,264.02,311.7,330.03,311.7,308.03,319.03,330.03,363.03,326.36,359.37,355.7,366.7,366.7,385.04,396.04,"拉美和加勒比海"
"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"LKA","Sri Lanka",3773.34,4063.04,5056.79,4902.78,5408.83,5797.53,6952.63,7506.35,7763.04,8536.78,10161.26,10245.6,11008.33,10659.97,11965.42,11642.73,11741.73,12313.79,11763.74,"南亚"
"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"LTU","Lithuania",NA,NA,22152.35,17495.26,17359.58,16204.47,15731.43,15339.06,16197.14,13692.58,12200.11,12918.84,13212.2,12915.17,13325.88,14000.61,14293.97,15137.38,15130.04,"欧洲和中亚"
"LUX","Luxembourg",9893.57,10630.63,11804.07,10821.32,10219.93,8349.76,8437.77,7917.05,7356,7686.03,8236.08,8580.78,9424.19,9919.24,11067.01,11327.36,11312.7,10843.32,10502.29,"欧洲和中亚"
"LVA","Latvia",NA,NA,14051.94,12068.1,11268.69,9636.88,9548.87,8437.77,7990.39,6743.61,6171.56,6853.62,6651.94,7088.31,7132.32,7176.32,7590.69,7928.05,7590.69,"欧洲和中亚"
"MAC","Macao SAR, China",1034.09,1092.77,1085.43,1188.11,1283.45,1243.11,1415.46,1499.8,1565.81,1532.81,1635.48,1686.82,1525.47,1536.47,1727.16,1837.17,1631.82,1558.48,1334.79,"东亚和太平洋"
"MAF","St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
