"Country.code","Country.name","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","region2"
"SLE","Sierra Leone",138.61,163.53,203.49,214.73,252.32,275.98,279.27,341.34,322.33,344.33,358.82,413.1,450.14,423.29,343.02,378.33,346.51,344.8,332.19,"撒哈拉以南非洲"
"SLV","El Salvador",133.27,158.77,156.68,165.59,177.78,199.18,181.56,204.95,199.31,188.9,186.34,189.76,188.28,199.69,187.84,184.66,180.72,183.8,158.93,"拉美和加勒比海"
"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.11,733.43,684.03,663.17,"欧洲和中亚"
"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.92,584.15,573.21,555.64,593.67,556.53,525.02,496.24,"撒哈拉以南非洲"
"SUR","Suriname",836.42,943.92,950.77,1046.51,1017.03,1014.48,978.18,929.89,925.11,928.46,917.96,935.54,886.67,832.37,785.71,777.92,767.97,730.26,697.74,"拉美和加勒比海"
"SVK","Slovak Republic",NA,NA,871.48,812.27,753.24,767.34,698.64,648.23,639.61,589.63,533.03,554.94,529.16,508.14,474.68,449.9,412.04,350.26,338.6,"欧洲和中亚"
"SVN","Slovenia",NA,NA,459.46,451.81,368.15,457.96,462.61,470.68,435.24,403.02,372.25,375.48,367.16,358.99,349.37,337.63,326.31,304.86,312.11,"欧洲和中亚"
"SWE","Sweden",245.95,266.44,278.1,264.18,269.69,246.25,273.97,240.16,232.33,206.44,192.57,195.26,213.99,199.48,190.42,174.57,160.92,150.99,155.1,"欧洲和中亚"
"SWZ","Swaziland",140.84,105.31,83.81,40.77,144,131.41,95.14,323.32,317.53,313.36,272.89,260.18,251.41,223.88,216.08,209.16,202.59,204.9,205.62,"撒哈拉以南非洲"
"SXM","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"SYC","Seychelles",119.51,146.31,157.54,145.05,169.48,174.24,172.46,322.33,315.77,361.62,381.56,443.66,370.72,404.55,578.06,484.35,477.82,364.77,404.36,"撒哈拉以南非洲"
"SYR","Syrian Arab Republic",1008.32,1077.77,977.16,985.09,942.55,946.86,897.54,903.65,1019.03,1093.71,1042.81,949.47,839.54,1034.07,941.31,842.85,850.01,835.93,808.02,"中东和北非"
"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"TCD","Chad",29.78,13.03,15.24,20.34,19.15,18.92,19.17,19.4,18.14,19.44,28.53,25.01,22.57,44.47,32.96,29.73,30.21,34.23,36.82,"撒哈拉以南非洲"
"TGO","Togo",230.24,252.75,260.94,318.11,266.11,282.62,288.64,234.89,284.22,365.42,325.23,279.15,284.13,328.53,304.58,288.38,252.85,266.49,280.6,"撒哈拉以南非洲"
"THA","Thailand",426.9,476.61,481.52,499.96,509.34,534.56,563.88,592.46,587.79,594.27,580.58,612.07,617.44,613.87,629.14,618.08,606.98,573.98,567.29,"东亚和太平洋"
"TJK","Tajikistan",NA,NA,697.17,597.18,345.5,410.38,568.62,425.68,468.99,456.24,374.06,347.78,261.65,261.96,254.85,236.72,234.28,293.6,264.05,"欧洲和中亚"
"TKM","Turkmenistan",NA,NA,2261.55,2476.72,3624.05,4038.69,3921.56,4219.04,3441.08,3983.6,3409.91,3151.94,2817.47,2528.26,1981.27,1847.08,1741.93,1628.92,1537.54,"欧洲和中亚"
"TMP","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.58,252.32,264.27,248.79,269.5,255.17,234.51,"东亚和太平洋"
"TON","Tonga",269.75,301.77,288.97,324.99,320.71,319,319.34,332.39,312.03,349.45,319.41,355.2,351.75,422.14,409.29,412.59,412.03,424.63,413.89,"东亚和太平洋"
"TTO","Trinidad and Tobago",1289.53,1558.62,1580.03,1285.01,1464.53,1487.92,1487,1278.19,1191.48,1348.08,1364.69,1338.27,1331.4,1198.37,1265.32,1173.03,1154.48,1183.26,1552.86,"拉美和加勒比海"
"TUN","Tunisia",404.87,454.92,409.3,439.92,411.87,397.23,394.84,378.64,383.88,368.6,382.64,381.06,378.42,364.99,361.08,352.77,338.65,328.68,329.17,"中东和北非"
"TUR","Turkey",344.41,344.24,333.55,329.43,340.09,344.59,349.6,342.51,338.96,335.99,345.66,329.9,328.54,331.58,312.76,303.83,313.22,325.66,322.76,"欧洲和中亚"
"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"TZA","Tanzania",111.54,112.15,108.14,119.3,108.96,152.84,142.42,114.55,97.94,92.75,92.35,102.79,110.09,109.2,115.81,126.04,124.89,130.86,130.38,"撒哈拉以南非洲"
"UGA","Uganda",82.11,80.93,79.27,69.75,59.41,68.49,69.04,70.73,79.64,76.73,81.84,82.83,79.6,75.4,75.27,90.32,94.31,103.02,110.81,"撒哈拉以南非洲"
"UKR","Ukraine",NA,NA,1854.41,1839.98,1954.28,2220.52,2281.3,1946.1,1910.76,1937.39,1764.67,1620.42,1526.11,1541.95,1339.83,1289.05,1161.55,1079.99,1040.65,"欧洲和中亚"
"URY","Uruguay",175.91,193.77,203.81,171.5,145.56,166.74,187.19,176.05,172.45,207.94,167.29,166.89,164.19,162.1,188.36,180.44,199.09,167.38,213.95,"拉美和加勒比海"
"USA","United States",612.26,612.72,593.24,611.15,593.77,580.21,570.32,561.85,533.05,515.67,493.6,477.42,473.01,464.35,455.82,444.79,426.97,423.91,414.84,"北美"
"UZB","Uzbekistan",NA,NA,3142.05,3343.45,3302.19,3029.85,3046.43,2856.33,3163.43,3029.13,2981.12,2910.73,2910.62,2700.17,2437.43,2093.22,2053.09,1883.01,1862.72,"欧洲和中亚"
"VCT","St. Vincent and the Grenadines",168.24,159.61,162.57,197.61,240.1,259.33,263.01,232.19,268.5,262.88,241.4,269.1,269.72,271.94,255.16,254.56,236.71,218.05,215.24,"拉美和加勒比海"
"VEN","Venezuela, RB",646.07,556.39,481.12,563.55,603.06,594.82,549.1,563.36,701.58,769.74,655.49,717.62,881.98,950.39,703.82,605.03,530,521.83,516.22,"拉美和加勒比海"
"VIR","Virgin Islands (U.S.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"VNM","Vietnam",358.38,338.91,325.54,309.07,325.17,330.08,354.84,432.17,431.15,413.62,432.14,464.99,502.72,521.44,619.19,584.5,434.48,537.21,573.24,"东亚和太平洋"
"VUT","Vanuatu",324.32,297.9,290.37,288.21,264.27,261.63,326.69,324.93,123.65,123.12,111.3,120.36,125.65,126.47,121.14,72.02,58.23,92.32,98.65,"东亚和太平洋"
"WBG","West Bank and Gaza",NA,NA,NA,NA,NA,NA,NA,49.69,65.14,64.94,83.28,165.43,158.55,163.98,225.12,311.27,NA,NA,NA,"中东和北非"
"WSM","Samoa",294.92,301.86,311.36,299.1,289.36,296.24,276.16,273.95,267.55,276.11,257.99,247.24,236.8,237.63,232.29,228.36,223.55,223.67,213.04,"东亚和太平洋"
"YEM","Yemen, Rep.",-137.12,453.23,595.22,375.08,442.5,392.25,491.07,471.31,349,386.86,390.41,414.37,386.85,411.88,432.24,434.55,436.79,446.93,458.83,"中东和北非"
"ZAF","South Africa",1188.11,1246.48,1194.69,1244.42,1263.08,1206.24,1173.39,1183.58,1180.31,1149.45,1096.39,1050.21,971,1033.05,1074.59,1006.02,946.83,958.01,930.31,"撒哈拉以南非洲"
"ZAR","Congo, Dem. Rep.",177.19,178.49,192.23,209.32,158.32,188.16,208.2,198.68,174.88,162.06,127.5,123.85,118.02,122.69,154.56,150.78,149.03,145.48,151.17,"撒哈拉以南非洲"
"ZMB","Zambia",249.23,246.33,254.85,242.9,257.26,237.45,191.28,236.72,233.44,178.42,173.3,173.2,173.15,175.79,167.4,170.24,162.08,114.9,119.39,"撒哈拉以南非洲"
"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
